country,year,Population,GDP
Saudi Arabia,1991,16890555,"131,335,914,553 "
Saudi Arabia,1990,16361453,"116,778,104,139 "
Saudi Arabia,1989,15810980,"95,344,459,279 "
Saudi Arabia,1988,15239174,"88,256,074,766 "
Saudi Arabia,1987,14642354,"85,695,861,148 "
Saudi Arabia,1986,14016569,"86,961,922,765 "
Saudi Arabia,1985,13361284,"103,897,846,494 "
Saudi Arabia,1984,12674089,"119,624,858,116 "
Saudi Arabia,1983,11962244,"129,171,635,311 "
Saudi Arabia,1982,11247085,"153,239,017,560 "
Saudi Arabia,1981,10556936,"184,291,796,009 "
Saudi Arabia,1980,9912917,"164,541,738,059 "
Saudi Arabia,1979,9323290,"111,859,676,268 "
Saudi Arabia,1978,8785326,"80,265,619,485 "
Saudi Arabia,1977,8295384,"74,188,249,979 "
Saudi Arabia,1976,7845300,"64,005,665,722 "
Saudi Arabia,1975,7428705,"46,773,368,206 "
Saudi Arabia,1974,7045477,"45,412,957,746 "
Saudi Arabia,1973,6697486,"14,947,391,140 "
Saudi Arabia,1972,6382106,"9,664,157,499 "
Saudi Arabia,1971,6096106,"7,184,853,348 "
Saudi Arabia,1970,5836394,"5,377,333,333 "
Saudi Arabia,1969,5601649,"4,485,777,644 "
Saudi Arabia,1968,5389848,"4,187,777,711 "
Senegal,2015,15129273,"13,779,570,706 "
Senegal,2014,14672557,"15,657,551,477 "
Senegal,2013,14221041,"14,951,667,194 "
Senegal,2012,13780108,"14,045,681,414 "
Senegal,2011,13357003,"14,440,676,929 "
Senegal,2010,12956791,"12,932,428,288 "
Senegal,2009,12581624,"12,812,994,419 "
Senegal,2008,12229703,"13,386,345,215 "
Senegal,2007,11897230,"11,284,603,071 "
Senegal,2006,11578430,"9,358,710,935 "
Senegal,2005,11268994,"8,707,015,771 "
Senegal,2004,10967016,"8,031,344,381 "
Senegal,2003,10673320,"6,858,952,880 "
Senegal,2002,10389457,"5,333,862,371 "
Senegal,2001,10118078,"4,877,602,060 "
Senegal,2000,9860578,"4,679,604,754 "
Senegal,1999,9617641,"5,144,045,360 "
Senegal,1998,9386923,"5,030,344,074 "
Senegal,1997,9163184,"4,672,503,920 "
Senegal,1996,8939438,"5,065,830,414 "
Senegal,1995,8710746,"4,878,719,133 "
Senegal,1994,8475136,"3,877,196,915 "
Senegal,1993,8234147,"5,678,827,999 "
Senegal,1992,7990736,"6,004,885,321 "
Senegal,1991,7749559,"5,617,236,033 "
Senegal,1990,7514201,"5,716,644,525 "
Senegal,1989,7285378,"4,913,065,118 "
Senegal,1988,7062540,"4,985,152,888 "
Senegal,1987,6846556,"5,040,708,746 "
Senegal,1986,6638186,"4,189,860,373 "
Senegal,1985,6438024,"2,962,200,082 "
Senegal,1984,6246140,"2,705,535,968 "
Senegal,1983,6062682,"2,774,198,931 "
Senegal,1982,5888261,"3,109,677,903 "
Senegal,1981,5723541,"3,176,771,658 "
Senegal,1980,5568651,"3,503,282,842 "
Senegal,1979,5424299,"3,226,677,957 "
Senegal,1978,5289445,"2,591,178,825 "
Senegal,1977,5160313,"2,320,786,618 "
Senegal,1976,5031849,"2,266,860,710 "
Senegal,1975,4900491,"2,235,746,641 "
Senegal,1974,4764623,"1,658,273,944 "
Senegal,1973,4625377,"1,471,913,586 "
Senegal,1972,4485342,"1,280,328,105 "
Senegal,1971,4348499,"1,058,120,594 "
Senegal,1970,4217754,"1,024,832,778 "
Senegal,1969,4093763,"983,621,121 "
Senegal,1968,3975614,"1,034,293,671 "
Senegal,1967,3862783,"984,605,218 "
Senegal,1966,3754268,"984,942,842 "
Senegal,1965,3649308,"955,834,760 "
Senegal,1964,3547939,"939,145,912 "
Senegal,1963,3450418,"886,387,334 "
Senegal,1962,3356421,"857,426,089 "
Senegal,1961,3265558,"836,493,104 "
Senegal,1960,3177560,"792,824,703 "
Serbia,2015,7098247,"36,513,027,128 "
Serbia,2014,7130576,"44,210,806,366 "
Serbia,2013,7164132,"45,519,650,911 "
Serbia,2012,7199077,"40,742,313,861 "
Serbia,2011,7234099,"46,466,728,667 "
Serbia,2010,7291436,"39,460,357,731 "
Serbia,2009,7320807,"42,616,653,300 "
Serbia,2008,7350222,"49,259,526,053 "
Serbia,2007,7381579,"40,289,556,656 "
Serbia,2006,7411569,"30,607,991,862 "
Serbia,2005,7440769,"26,252,007,830 "
Serbia,2004,7463157,"24,861,483,281 "
Serbia,2003,7480591,"21,188,704,081 "
Serbia,2002,7496522,"16,116,843,146 "
Serbia,2001,7503433,"12,267,175,481 "
Serbia,2000,7516346,"6,540,247,190 "
Serbia,1999,7540401,"18,409,364,147 "
Serbia,1998,7567745,"18,284,194,680 "
Serbia,1997,7596501,"24,147,996,550 "
Serbia,1996,7617794,"20,948,677,840 "
Serbia,1995,7625357,"16,750,000,000 "
Seychelles,2015,92900,"1,437,722,206 "
Seychelles,2014,91400,"1,422,530,792 "
Seychelles,2013,89900,"1,411,061,261 "
Seychelles,2012,88303,"1,134,267,367 "
Seychelles,2011,87441,"1,065,826,670 "
Seychelles,2010,89770,"969,936,525 "
Seychelles,2009,87298,"847,397,850 "
Seychelles,2008,86956,"967,199,594 "
Seychelles,2007,85033,"1,033,561,654 "
Seychelles,2006,84600,"1,016,418,229 "
Seychelles,2005,82900,"919,103,255 "
Seychelles,2004,82500,"839,319,927 "
Seychelles,2003,82800,"705,704,816 "
Seychelles,2002,83700,"697,518,248 "
Seychelles,2001,81202,"622,262,057 "
Seychelles,2000,81131,"614,879,765 "
Seychelles,1999,80410,"622,985,494 "
Seychelles,1998,78846,"608,369,282 "
Seychelles,1997,77319,"562,958,837 "
Seychelles,1996,76417,"503,068,472 "
Seychelles,1995,75304,"508,221,508 "
Seychelles,1994,73925,"486,451,205 "
Seychelles,1993,72711,"473,916,819 "
Seychelles,1992,71657,"433,667,194 "
Seychelles,1991,70755,"374,359,556 "
Seychelles,1990,70000,"368,584,759 "
Seychelles,1989,69388,"304,832,867 "
Seychelles,1988,68848,"283,828,769 "
Seychelles,1987,68352,"249,267,040 "
Seychelles,1986,67877,"207,850,624 "
Seychelles,1985,67400,"168,887,539 "
Seychelles,1984,66902,"151,313,242 "
Seychelles,1983,66367,"146,712,851 "
Seychelles,1982,65780,"147,912,070 "
Seychelles,1981,65128,"154,902,869 "
Seychelles,1980,64400,"147,357,223 "
Seychelles,1979,63594,"127,261,099 "
Seychelles,1978,62707,"85,552,370 "
Seychelles,1977,61742,"64,526,399 "
Seychelles,1976,60704,"49,278,980 "
Seychelles,1975,59600,"47,803,146 "
Seychelles,1974,58466,"43,134,499 "
Seychelles,1973,57284,"36,896,278 "
Seychelles,1972,56068,"30,645,121 "
Seychelles,1971,54835,"21,965,952 "
Seychelles,1970,53600,"18,432,031 "
Seychelles,1969,52365,"16,452,028 "
Seychelles,1968,51134,"16,074,027 "
Seychelles,1967,49911,"16,632,033 "
Seychelles,1966,48699,"16,443,035 "
Seychelles,1965,47500,"15,603,033 "
Seychelles,1964,46322,"15,393,032 "
Seychelles,1963,45176,"13,923,029 "
Seychelles,1962,44042,"12,642,027 "
Seychelles,1961,42889,"11,592,024 "
Seychelles,1960,41700,"12,012,025 "
Sierra Leone,2015,6453184,"4,474,689,706 "
Sierra Leone,2014,6315627,"5,005,662,071 "
Sierra Leone,2013,6178859,"4,958,754,472 "
Sierra Leone,2012,6043157,"3,853,432,409 "
Sierra Leone,2011,5908908,"2,985,556,819 "
Sierra Leone,2010,5775902,"2,616,610,911 "
Sierra Leone,2009,5647194,"2,489,985,963 "
Sierra Leone,2008,5521838,"2,505,458,705 "
Sierra Leone,2007,5391108,"2,158,496,873 "
Sierra Leone,2006,5243214,"1,885,112,202 "
Sierra Leone,2005,5071271,"1,627,854,495 "
Sierra Leone,2004,4870467,"1,431,208,677 "
Sierra Leone,2003,4647701,"1,371,442,566 "
Sierra Leone,2002,4422154,"1,239,004,288 "
Sierra Leone,2001,4220198,"1,079,478,388 "
Sierra Leone,2000,4060709,"635,874,002 "
Sierra Leone,1999,3948800,"669,384,769 "
Sierra Leone,1998,3878475,"672,375,927 "
Sierra Leone,1997,3843472,"850,218,034 "
Sierra Leone,1996,3833053,"941,742,153 "
Sierra Leone,1995,3837807,"870,758,739 "
Sierra Leone,1994,3858559,"911,915,971 "
Sierra Leone,1993,3893891,"768,812,335 "
Sierra Leone,1992,3929182,"679,997,998 "
Sierra Leone,1991,3945899,"779,981,459 "
Sierra Leone,1990,3931208,"649,644,827 "
Sierra Leone,1989,3878211,"932,974,412 "
Sierra Leone,1988,3791078,"1,055,083,945 "
Sierra Leone,1987,3681945,"701,307,602 "
Sierra Leone,1986,3569102,"490,181,457 "
Sierra Leone,1985,3466044,"856,890,499 "
Sierra Leone,1984,3376371,"1,087,471,862 "
Sierra Leone,1983,3296530,"995,104,305 "
Sierra Leone,1982,3224346,"1,295,361,886 "
Sierra Leone,1981,3155368,"1,114,830,472 "
Sierra Leone,1980,3086406,"1,100,685,845 "
Sierra Leone,1979,3017670,"1,109,374,722 "
Sierra Leone,1978,2951001,"960,728,339 "
Sierra Leone,1977,2886607,"691,777,758 "
Sierra Leone,1976,2824827,"594,895,672 "
Sierra Leone,1975,2765914,"679,335,901 "
Sierra Leone,1974,2709797,"648,590,643 "
Sierra Leone,1973,2656380,"575,230,234 "
Sierra Leone,1972,2605837,"465,381,090 "
Sierra Leone,1971,2558395,"419,549,425 "
Sierra Leone,1970,2514151,"434,410,374 "
Sierra Leone,1969,2473165,"408,690,163 "
Sierra Leone,1968,2435197,"329,860,092 "
Sierra Leone,1967,2399667,"348,795,303 "
Sierra Leone,1966,2365801,"375,479,850 "
Sierra Leone,1965,2332999,"359,379,856 "
Sierra Leone,1964,2301023,"371,848,115 "
Sierra Leone,1963,2269890,"348,546,952 "
Sierra Leone,1962,2239581,"342,721,580 "
Sierra Leone,1961,2210169,"327,834,681 "
Sierra Leone,1960,2181701,"322,009,472 "
Singapore,2015,5535002,"292,739,307,536 "
Singapore,2014,5469724,"306,344,408,492 "
Singapore,2013,5399162,"300,288,499,960 "
Singapore,2012,5312437,"289,268,624,470 "
Singapore,2011,5183688,"275,221,020,830 "
Singapore,2010,5076732,"236,421,782,178 "
Singapore,2009,4987573,"192,408,387,762 "
Singapore,2008,4839396,"192,225,881,688 "
Singapore,2007,4588599,"179,981,288,567 "
Singapore,2006,4401365,"147,797,218,201 "
Singapore,2005,4265762,"127,417,688,056 "
Singapore,2004,4166664,"114,188,557,567 "
Singapore,2003,4114826,"97,001,377,569 "
Singapore,2002,4175950,"91,941,192,896 "
Singapore,2001,4138012,"89,286,208,629 "
Singapore,2000,4027887,"95,833,932,715 "
Singapore,1999,3958723,"86,283,126,844 "
Singapore,1998,3927213,"85,707,636,233 "
Singapore,1997,3796038,"100,163,995,151 "
Singapore,1996,3670704,"96,403,758,865 "
Singapore,1995,3524506,"87,890,009,877 "
Singapore,1994,3419048,"73,777,792,327 "
Singapore,1993,3313471,"60,644,572,348 "
Singapore,1992,3230698,"52,156,414,979 "
Singapore,1991,3135083,"45,474,442,836 "
Singapore,1990,3047132,"36,152,800,270 "
Singapore,1989,2930901,"30,423,195,895 "
Singapore,1988,2846108,"25,337,427,488 "
Singapore,1987,2774789,"20,897,470,244 "
Singapore,1986,2733373,"18,569,643,987 "
Singapore,1985,2735957,"19,138,445,912 "
Singapore,1984,2732221,"19,735,453,641 "
Singapore,1983,2681061,"17,775,115,135 "
Singapore,1982,2646466,"16,078,932,759 "
Singapore,1981,2532835,"14,171,752,830 "
Singapore,1980,2413945,"11,893,624,074 "
Singapore,1979,2383500,"9,294,553,436 "
Singapore,1978,2353600,"7,515,823,694 "
Singapore,1977,2325300,"6,617,425,714 "
Singapore,1976,2293300,"6,326,445,458 "
Singapore,1975,2262600,"5,633,455,805 "
Singapore,1974,2229800,"5,216,837,422 "
Singapore,1973,2193000,"3,693,760,000 "
Singapore,1972,2152400,"2,719,900,396 "
Singapore,1971,2112900,"2,262,529,370 "
Singapore,1970,2074500,"1,919,496,192 "
Singapore,1969,2042500,"1,659,044,471 "
Singapore,1968,2012000,"1,425,020,122 "
Singapore,1967,1977600,"1,237,415,176 "
Singapore,1966,1934400,"1,095,902,965 "
Singapore,1965,1886900,"974,186,784 "
Singapore,1964,1841600,"893,722,817 "
Singapore,1963,1795000,"917,210,032 "
Singapore,1962,1750200,"825,874,494 "
Singapore,1961,1702400,"764,298,138 "
Singapore,1960,1646400,"704,453,107 "
Slovak Republic,2015,5424050,"86,581,789,952 "
Slovak Republic,2014,5418649,"100,252,753,085 "
Slovak Republic,2013,5413393,"98,028,544,875 "
Slovak Republic,2012,5407579,"93,049,717,830 "
Slovak Republic,2011,5398384,"97,919,794,273 "
Slovak Republic,2010,5391428,"89,254,437,086 "
Slovak Republic,2009,5386406,"88,661,433,732 "
Slovak Republic,2008,5379233,"100,076,967,921 "
Slovak Republic,2007,5374622,"86,072,414,454 "
Slovak Republic,2006,5373054,"70,388,970,016 "
Slovak Republic,2005,5372807,"62,493,023,256 "
Slovak Republic,2004,5372280,"57,240,535,138 "
Slovak Republic,2003,5373374,"46,731,767,494 "
Slovak Republic,2002,5376912,"35,083,608,131 "
Slovak Republic,2001,5378867,"30,703,017,450 "
Slovak Republic,2000,5388720,"29,114,875,622 "
Slovak Republic,1999,5396020,"30,415,095,887 "
Slovak Republic,1998,5390516,"29,828,899,206 "
Slovak Republic,1997,5383291,"27,660,149,541 "
Slovak Republic,1996,5373361,"27,821,913,815 "
Slovak Republic,1995,5361999,"25,733,043,137 "
Slovak Republic,1994,5346331,"20,079,363,626 "
Slovak Republic,1993,5325305,"16,452,201,101 "
Slovak Republic,1992,5305016,"15,431,288,006 "
Slovak Republic,1991,5303294,"14,213,045,494 "
Slovak Republic,1990,5299187,"12,694,544,693 "
Slovenia,2015,2063768,"42,746,980,843 "
Slovenia,2014,2061980,"49,491,396,798 "
Slovenia,2013,2059953,"47,675,792,660 "
Slovenia,2012,2057159,"46,240,004,973 "
Slovenia,2011,2052843,"51,287,600,778 "
Slovenia,2010,2048583,"48,016,423,841 "
Slovenia,2009,2039669,"50,244,790,220 "
Slovenia,2008,2021316,"55,589,863,776 "
Slovenia,2007,2018122,"48,114,700,246 "
Slovenia,2006,2006868,"39,587,730,523 "
Slovenia,2005,2000474,"36,346,971,770 "
Slovenia,2004,1997012,"34,470,229,198 "
Slovenia,2003,1995733,"29,697,443,017 "
Slovenia,2002,1994530,"23,563,581,047 "
Slovenia,2001,1992060,"20,875,389,931 "
Slovenia,2000,1988925,"20,342,197,589 "
Slovenia,1999,1983045,"22,689,993,408 "
Slovenia,1998,1981629,"22,125,432,776 "
Slovenia,1997,1985956,"20,749,144,658 "
Slovenia,1996,1988628,"21,480,028,329 "
Slovenia,1995,1989872,"21,273,048,928 "
Solomon Islands,2015,583591,"1,156,834,751 "
Solomon Islands,2014,572171,"1,158,190,175 "
Solomon Islands,2013,560685,"1,059,695,156 "
Solomon Islands,2012,549162,"1,025,124,684 "
Solomon Islands,2011,537648,"886,503,124 "
Solomon Islands,2010,526177,"671,585,232 "
Solomon Islands,2009,514767,"597,762,271 "
Solomon Islands,2008,503410,"608,292,551 "
Solomon Islands,2007,492075,"516,074,229 "
Solomon Islands,2006,480716,"456,707,935 "
Solomon Islands,2005,469306,"413,911,362 "
Solomon Islands,2004,457841,"375,109,694 "
Solomon Islands,2003,446352,"332,736,306 "
Solomon Islands,2002,434893,"341,663,056 "
Solomon Islands,2001,423535,"400,464,594 "
Solomon Islands,2000,412336,"435,101,218 "
Solomon Islands,1999,401319,"482,214,092 "
Solomon Islands,1998,390489,"471,177,008 "
Solomon Islands,1997,379859,"567,919,503 "
Solomon Islands,1996,369438,"565,163,751 "
Solomon Islands,1995,359236,"519,334,097 "
Solomon Islands,1994,349250,"464,756,639 "
Solomon Islands,1993,339490,"410,923,236 "
Solomon Islands,1992,329984,"378,778,047 "
Solomon Islands,1991,320764,"320,355,091 "
Solomon Islands,1990,311849,"302,515,027 "
Solomon Islands,1989,303258,"332,286,761 "
Solomon Islands,1988,294962,"310,684,274 "
Solomon Islands,1987,286868,"238,606,300 "
Solomon Islands,1986,278846,"210,737,870 "
Solomon Islands,1985,270809,"232,306,861 "
Solomon Islands,1984,262719,"252,806,783 "
Solomon Islands,1983,254602,"180,219,398 "
Solomon Islands,1982,246502,"188,446,092 "
Solomon Islands,1981,238488,"187,313,261 "
Solomon Islands,1980,230614,"168,715,353 "
Solomon Islands,1979,222905,"151,270,208 "
Solomon Islands,1978,215353,"111,022,090 "
Solomon Islands,1977,207942,"93,147,039 "
Solomon Islands,1976,200642,"83,099,108 "
Solomon Islands,1975,193447,"74,617,096 "
Solomon Islands,1974,186338,"84,539,332 "
Solomon Islands,1973,179354,"55,272,109 "
Solomon Islands,1972,172599,"40,606,712 "
Solomon Islands,1971,166214,"50,056,883 "
Solomon Islands,1969,154876,"28,606,411 "
Solomon Islands,1968,149926,"28,084,253 "
Solomon Islands,1967,145354,"25,203,524 "
Somalia,2015,10787104,"5,953,000,000 "
Somalia,2014,10517569,"5,707,000,000 "
Somalia,2013,10268157,"5,352,000,000 "
South Africa,2015,54956920.37,"312,797,576,594 "
South Africa,2014,54058647.34,"349,873,026,989 "
South Africa,2013,53192216.14,"366,057,913,372 "
South Africa,2012,52356380.68,"397,386,418,270 "
South Africa,2011,51549958.08,"416,596,716,627 "
South Africa,2010,50771825.58,"375,349,442,837 "
South Africa,2009,50020917.52,"295,936,471,258 "
South Africa,2008,49296222.56,"286,769,850,240 "
South Africa,2007,48596781.01,"299,415,359,540 "
South Africa,2006,47921682.32,"271,638,630,111 "
South Africa,2005,47270062.72,"257,772,766,358 "
South Africa,2004,46641102.97,"228,593,703,991 "
South Africa,2003,46034026.23,"175,256,866,089 "
South Africa,2002,45448096.07,"115,482,304,202 "
South Africa,2001,44909738,"121,515,880,069 "
South Africa,2000,44000000,"136,361,791,003 "
South Africa,1999,42923485,"136,631,881,365 "
South Africa,1998,41899683,"137,774,695,404 "
South Africa,1997,40926063,"152,586,031,836 "
South Africa,1996,40000247,"147,608,050,636 "
South Africa,1995,39120000,"155,460,234,816 "
South Africa,1994,38283223,"139,752,373,972 "
South Africa,1993,37473796,"134,309,807,571 "
South Africa,1992,36690739,"130,513,680,154 "
South Africa,1991,35933108,"120,225,985,442 "
South Africa,1990,35200000,"112,014,836,393 "
South Africa,1989,34490549,"124,907,439,724 "
South Africa,1988,33728498,"114,630,316,417 "
South Africa,1987,32933081,"104,024,659,658 "
South Africa,1986,32121290,"79,503,484,221 "
South Africa,1985,31307880,"67,065,070,009 "
South Africa,1984,30505361,"85,169,436,537 "
South Africa,1983,29724004,"86,015,133,649 "
South Africa,1982,28971839,"80,083,518,598 "
South Africa,1981,28254655,"86,833,985,897 "
South Africa,1980,27576000,"80,546,993,195 "
South Africa,1979,26940793,"55,938,240,143 "
South Africa,1978,26355319,"45,326,587,511 "
South Africa,1977,25805575,"39,398,574,287 "
South Africa,1976,25268094,"35,473,781,049 "
South Africa,1975,24728000,"36,947,938,878 "
South Africa,1974,24189837,"35,727,741,280 "
South Africa,1973,23655908,"28,443,804,467 "
South Africa,1972,23126276,"20,753,220,242 "
South Africa,1971,22602373,"19,765,101,370 "
South Africa,1970,22087000,"17,907,041,999 "
South Africa,1969,21612522,"16,315,273,135 "
South Africa,1968,21153722,"14,475,710,066 "
South Africa,1967,20707258,"13,382,332,493 "
South Africa,1966,20268594,"11,994,960,101 "
South Africa,1965,19832000,"11,002,379,672 "
South Africa,1964,19390554,"10,071,444,211 "
South Africa,1963,18936138,"9,174,867,983 "
South Africa,1962,18459442,"8,269,697,466 "
South Africa,1961,17949962,"7,742,634,887 "
South Africa,1960,17396000,"7,363,096,178 "
South Sudan,2015,12339812,"9,015,221,096 "
South Sudan,2014,11911184,"13,282,084,034 "
South Sudan,2013,11453810,"13,257,635,695 "
South Sudan,2012,10980623,"10,368,813,559 "
South Sudan,2011,10510122,"17,826,697,892 "
South Sudan,2010,10056475,"15,727,363,443 "
South Sudan,2009,9623176,"12,231,362,023 "
South Sudan,2008,9208598,"15,550,136,279 "
Spain,2015,46418269,"1,199,057,336,143 "
Spain,2014,46480882,"1,381,342,101,736 "
Spain,2013,46620045,"1,369,261,671,179 "
Spain,2012,46773055,"1,339,946,773,437 "
Spain,2011,46742697,"1,487,924,659,438 "
Spain,2010,46576897,"1,431,672,847,682 "
Spain,2009,46362946,"1,499,074,742,984 "
Spain,2008,45954106,"1,634,989,014,208 "
Spain,2007,45226803,"1,479,341,637,011 "
Spain,2006,44397319,"1,264,551,499,185 "
Spain,2005,43653155,"1,157,276,458,152 "
Spain,2004,42921895,"1,069,555,500,372 "
Spain,2003,42187645,"906,853,273,138 "
Spain,2002,41431558,"705,145,868,624 "
Spain,2001,40756001,"625,975,838,926 "
Spain,2000,40263216,"595,402,616,547 "
Spain,1999,39926268,"633,194,118,900 "
Spain,1998,39721108,"617,041,986,858 "
Spain,1997,39582413,"588,692,045,455 "
Spain,1996,39478186,"640,998,292,395 "
Spain,1995,39387017,"612,939,685,081 "
Spain,1994,39294967,"529,121,577,320 "
Spain,1993,39189400,"523,649,481,762 "
Spain,1992,39067745,"629,202,392,004 "
Spain,1991,38939049,"575,598,537,070 "
Spain,1990,38850435,"535,101,248,776 "
Spain,1989,38791473,"413,630,538,018 "
Spain,1988,38715849,"375,138,723,325 "
Spain,1987,38630820,"317,882,187,037 "
Spain,1986,38535617,"250,638,463,467 "
Spain,1985,38418817,"180,302,412,231 "
Spain,1984,38278575,"171,635,463,362 "
Spain,1983,38122429,"170,486,866,357 "
Spain,1982,37942805,"195,464,408,602 "
Spain,1981,37740556,"202,257,045,774 "
Spain,1980,37439035,"232,134,606,637 "
Spain,1979,37201123,"214,019,077,343 "
Spain,1978,36872506,"160,163,483,073 "
Spain,1977,36370050,"132,089,531,435 "
Spain,1976,35939437,"118,185,307,386 "
Spain,1975,35530725,"114,465,300,290 "
Spain,1974,35154338,"97,009,800,115 "
Spain,1973,34817071,"78,425,934,894 "
Spain,1972,34502705,"58,971,806,627 "
Spain,1971,34191678,"46,492,797,365 "
Spain,1970,33814531,"40,881,655,099 "
Spain,1969,33441054,"36,038,711,600 "
Spain,1968,33113134,"31,475,548,481 "
Spain,1967,32682947,"31,647,119,228 "
Spain,1966,32283194,"28,721,062,242 "
Spain,1965,31954292,"24,756,958,695 "
Spain,1964,31609195,"21,343,844,644 "
Spain,1963,31296651,"19,074,913,948 "
Spain,1962,31023366,"16,138,545,209 "
Spain,1961,30739250,"13,834,300,571 "
Spain,1960,30455000,"12,072,126,075 "
Sri Lanka,2015,20966000,"82,316,172,384 "
Sri Lanka,2014,20771000,"80,028,186,275 "
Sri Lanka,2013,20579000,"74,294,206,491 "
Sri Lanka,2012,20424000,"68,434,399,083 "
Sri Lanka,2011,20270000,"65,292,741,297 "
Sri Lanka,2010,20118000,"56,725,745,039 "
Sri Lanka,2009,19967000,"42,066,217,872 "
Sri Lanka,2008,19817000,"40,713,812,310 "
Sri Lanka,2007,19668000,"32,350,248,411 "
Sri Lanka,2006,19520000,"28,279,814,925 "
Sri Lanka,2005,19373000,"24,406,252,457 "
Sri Lanka,2004,19227000,"20,662,525,941 "
Sri Lanka,2003,19083000,"18,881,765,437 "
Sri Lanka,2002,18939000,"16,536,535,647 "
Sri Lanka,2001,18797000,"15,746,229,582 "
Sri Lanka,2000,18655000,"16,330,814,180 "
Sri Lanka,1999,18532000,"15,625,169,875 "
Sri Lanka,1998,18425000,"15,724,685,803 "
Sri Lanka,1997,18323000,"15,091,913,884 "
Sri Lanka,1996,18210000,"13,905,482,178 "
Sri Lanka,1995,18074000,"12,995,278,049 "
Sri Lanka,1994,17912000,"11,717,604,209 "
Sri Lanka,1993,17728000,"10,338,679,636 "
Sri Lanka,1992,17524000,"9,703,011,636 "
Sri Lanka,1991,17306000,"9,000,362,582 "
Sri Lanka,1990,17078000,"8,032,551,173 "
Sri Lanka,1989,16841000,"6,987,267,684 "
Sri Lanka,1988,16593000,"6,978,371,581 "
Sri Lanka,1987,16339000,"6,682,167,120 "
Sri Lanka,1986,16083000,"6,405,210,564 "
Sri Lanka,1985,15831000,"5,978,460,972 "
Sri Lanka,1984,15583000,"6,043,474,843 "
Sri Lanka,1983,15339000,"5,167,913,302 "
Sri Lanka,1982,15096000,"4,768,765,017 "
Sri Lanka,1981,14847000,"4,415,844,156 "
Sri Lanka,1980,14747000,"4,024,621,900 "
Sri Lanka,1979,14472000,"3,364,611,432 "
Sri Lanka,1978,14190000,"2,733,183,857 "
Sri Lanka,1977,13942000,"4,104,509,583 "
Sri Lanka,1976,13717000,"3,591,319,857 "
Sri Lanka,1975,13496000,"3,791,298,146 "
Sri Lanka,1974,13284000,"3,574,586,466 "
Sri Lanka,1973,13091000,"2,875,625,000 "
Sri Lanka,1972,12861000,"2,553,936,348 "
Sri Lanka,1971,12690000,"2,369,308,600 "
Sri Lanka,1970,12514000,"2,296,470,588 "
Sri Lanka,1969,12252000,"1,965,546,218 "
Sri Lanka,1968,11992000,"1,801,344,538 "
Sri Lanka,1967,11703000,"1,859,465,021 "
Sri Lanka,1966,11439000,"1,751,470,588 "
Sri Lanka,1965,11164000,"1,698,319,328 "
Sri Lanka,1964,10903000,"1,309,747,899 "
Sri Lanka,1963,10582000,"1,240,672,269 "
Sri Lanka,1962,10443000,"1,434,156,379 "
Sri Lanka,1961,10168000,"1,444,327,731 "
Sri Lanka,1960,9896000,"1,409,873,950 "
St. Kitts and Nevis,2015,55572,"921,888,852 "
St. Kitts and Nevis,2014,54944,"864,766,185 "
St. Kitts and Nevis,2013,54301,"787,290,370 "
St. Kitts and Nevis,2012,53650,"731,919,889 "
St. Kitts and Nevis,2011,52998,"728,050,630 "
St. Kitts and Nevis,2010,52352,"692,457,407 "
St. Kitts and Nevis,2009,51717,"708,891,296 "
St. Kitts and Nevis,2008,51093,"734,660,333 "
St. Kitts and Nevis,2007,50465,"684,148,704 "
St. Kitts and Nevis,2006,49818,"636,071,000 "
St. Kitts and Nevis,2005,49139,"543,169,963 "
St. Kitts and Nevis,2004,48424,"501,150,889 "
St. Kitts and Nevis,2003,47681,"463,418,863 "
St. Kitts and Nevis,2002,46935,"480,825,603 "
St. Kitts and Nevis,2001,46216,"460,467,987 "
St. Kitts and Nevis,2000,45544,"420,086,753 "
St. Kitts and Nevis,1999,44938,"389,984,429 "
St. Kitts and Nevis,1998,44391,"364,975,457 "
St. Kitts and Nevis,1997,43885,"357,237,682 "
St. Kitts and Nevis,1996,43391,"318,742,963 "
St. Kitts and Nevis,1995,42888,"299,699,667 "
St. Kitts and Nevis,1994,42363,"277,567,259 "
St. Kitts and Nevis,1993,41836,"249,676,000 "
St. Kitts and Nevis,1992,41360,"229,434,519 "
St. Kitts and Nevis,1991,41009,"209,880,963 "
St. Kitts and Nevis,1990,40833,"208,740,441 "
St. Kitts and Nevis,1989,40854,"185,094,775 "
St. Kitts and Nevis,1988,41045,"165,745,738 "
St. Kitts and Nevis,1987,41353,"140,705,627 "
St. Kitts and Nevis,1986,41697,"125,272,257 "
St. Kitts and Nevis,1985,42017,"106,056,998 "
St. Kitts and Nevis,1984,42294,"95,898,443 "
St. Kitts and Nevis,1983,42539,"85,100,480 "
St. Kitts and Nevis,1982,42761,"84,381,406 "
St. Kitts and Nevis,1981,42978,"79,026,036 "
St. Kitts and Nevis,1980,43205,"67,715,443 "
St. Kitts and Nevis,1979,43450,"58,296,666 "
St. Kitts and Nevis,1978,43704,"49,095,407 "
St. Kitts and Nevis,1977,43946,"44,679,999 "
St. Kitts and Nevis,1976,44142,"30,095,602 "
St. Kitts and Nevis,1975,44278,"33,364,054 "
St. Kitts and Nevis,1974,44327,"31,514,857 "
