budget,genres,popularity,release_date,revenue,runtime,title,vote_average,vote_count,director
0,Science Fiction Action Comedy Horror,6.672008,1984-05-01,0,82,The Toxic Avenger,6.3,113,Lloyd Kaufman
0,Mystery Horror History,1.296784,1967-10-05,0,85,The Torture Chamber of Dr. Sadism,6.3,12,Harald Reinl
0,Horror,0.716764,2006-08-08,0,0,The Tooth Fairy,4.3,13,Chuck Bowman
0,Adventure Drama Western,0.803761,2015-02-27,0,81,The Timber,4.1,15,Anthony O'Brien
0,Comedy,3.865122,2007-08-03,0,96,The Ten,4.9,57,David Wain
0,Comedy Crime Thriller,0.627964,1997-10-15,0,105,The Swindle,6.4,5,Claude Chabrol
0,Horror Thriller Mystery,7.924428,2009-10-16,0,101,The Stepfather,5.4,167,Nelson McCormick
0,Drama Thriller,2.653988,2003-12-12,0,120,The Statement,5.9,23,Norman Jewison
0,Documentary Drama History,4.892203,2013-06-07,0,88,The Square,7.8,55,Jehane Noujaim
0,Action Comedy,9.055447,2000-09-22,0,82,The Specials,5.5,11,Craig Mazin
0,Thriller Comedy Mystery,0.072359,2014-10-19,0,90,The Sound and the Shadow,0,0,Justin Paul Miller
0,Drama,0.926084,2014-01-20,0,92,The Sleepwalker,4.1,7,Mona Lerche
0,Drama,1.390909,2002-01-01,0,112,The Slaughter Rule,6.2,9,Alex Smith
0,Mystery Drama Thriller,2.868942,2015-04-10,0,104,The Sisterhood of Night,6.5,31,Caryn Waechter
0,Comedy Drama Family Romance,0.920591,2002-01-30,0,102,The Singles Ward,7.5,4,Kurt Hale
0,Comedy Music Mystery Crime,6.335881,2003-10-24,0,109,The Singing Detective,5.9,41,Keith Gordon
0,Drama Romance,11.1399,2001-12-18,0,111,The Shipping News,6.4,108,Lasse Hallstr\u00f6m
0,Animation Family Fantasy,10.621353,2009-02-09,0,75,The Secret of Kells,7.3,181,Tomm Moore
0,Drama,0.042346,2016-04-29,0,200,The Secret,0,0,Nick Murphy 
0,Drama,9.683622,2015-02-08,0,110,The Second Mother,7.8,165,Anna Muylaert
0,Drama,5.663889,2007-01-19,0,114,The Savages,6.8,110,Tamara Jenkins
0,Comedy,14.837288,2000-08-07,0,118,The Replacements,6.1,203,Howard Deutch
0,Drama Horror Thriller,7.245108,2010-05-15,0,94,The Reef,5.4,130,Andrew Traucki
0,Documentary,0.456485,2003-04-23,0,96,The Real Cancun,3.3,8,Rick de Oliveira
0,Comedy Crime Family,0.082978,2003-01-31,0,101,The R.M.,4.8,4,Kurt Hale
0,Adventure Crime Thriller,1.379643,1981-11-13,0,100,The Pursuit of D.B. Cooper,6.8,4,Roger Spottiswoode
0,Drama Comedy Romance,1.243955,2005-01-17,0,85,The Puffy Chair,6.2,15,Jay Duplass
0,Fantasy Drama Action Thriller Romance,3.866026,2005-12-15,0,98,The Promise,5,29,Chen Kaige
0,Adventure Drama Romance,4.021389,1937-09-03,0,101,The Prisoner of Zenda,8.4,11,John Cromwell
0,Comedy Romance,17.943945,2004-03-28,0,111,The Prince & Me,5.9,278,Martha Coolidge
0,Drama,2.948576,2008-06-20,0,93,The Poker House,6.1,47,Lori Petty
0,Drama,5.769822,1998-04-08,0,104,The Players Club,6.4,14,Ice Cube
0,Action Comedy Crime Mystery Family,25.450534,2006-01-18,0,93,The Pink Panther,5.6,550,Shawn Levy
0,Drama Thriller,1.284741,2006-05-17,0,94,The Pet,5.3,3,D. Stevens
0,Romance Adventure Drama,4.118612,2014-02-28,0,113,The Perfect Wave,4.4,21,Bruce MacDonald
0,Comedy Romance,3.810827,2016-03-11,0,96,The Perfect Match,5.2,42,Bille Woodruff
0,Comedy Drama Family Romance,11.158906,2005-06-17,0,100,The Perfect Man,5.5,203,Mark Rosman
0,Drama,0.118324,1965-04-22,0,94,The Party's Over,6.1,6,Guy Hamilton
0,Horror Drama Mystery Thriller,25.881355,2001-08-02,0,101,The Others,7.4,1660,Alejandro Amen\u00e1bar
0,Documentary,0.388401,2012-09-28,0,89,The Other Dream Team,6.9,7,Marius Markevicius
0,Drama Foreign,0.015597,1999-04-01,0,105,The Other Conquest,5.4,4,Salvador Carrasco
0,Comedy,1.918959,2000-08-18,0,115,The Original Kings of Comedy,6.3,15,Spike Lee
0,Comedy Drama Romance,1.388136,2009-02-07,0,90,The Open Road,4.8,19,Michael Meredith
0,Family,0.28576,2012-08-29,0,88,The Oogieloves in the Big Balloon Adventure,2.2,8,Matthew Diamond
0,Animation Comedy Family Adventure,18.568021,2014-01-17,0,85,The Nut Job,5.5,319,Peter Lepeniotis
0,Crime Horror,0.074005,1971-01-01,0,106,The Night Visitor,7.3,6,L\u00e1szl\u00f3 Benedek
0,Drama Thriller,7.173059,2006-02-12,0,91,The Night Listener,5.5,57,Patrick Stettner
0,Drama Comedy Family,0.077577,2006-09-16,0,110,The Naked Ape,5,1,Daniel Mellitz
0,Fantasy Comedy,2.857936,1999-08-27,0,97,The Muse,5.3,31,Albert Brooks
0,Drama Comedy,0.120505,2005-01-01,0,75,The Motel,7,3,Michael Kang
0,Comedy Drama Mystery Thriller,1.161034,2009-01-16,0,95,The Missing Person,6.4,9,Noah Buschel
0,Comedy Drama,5.497682,1998-10-23,0,100,The Mighty,7.1,51,Peter Chelsom
0,Drama Romance,12.467267,2004-09-03,0,138,The Merchant of Venice,6.7,144,Michael Radford
0,Comedy Family,4.382761,2002-08-02,0,80,The Master of Disguise,3.7,78,Perry Andelin Blake
0,Crime Action,0.909067,2016-01-08,0,111,The Masked Saint,2.9,7,Warren P. Sonoda
0,Action Adventure Drama,28.98027,1998-03-12,0,132,The Man in the Iron Mask,6.3,1018,Randall Wallace
0,Science Fiction Drama,31.339015,2007-06-10,0,87,The Man from Earth,7.7,687,Richard Schenkman
0,Thriller,1.501688,2014-08-08,0,98,The Maid's Room,4.8,4,Michael Walker
0,Comedy Drama Music,0.548435,2006-09-07,0,133,The Magic Flute,6.9,6,Kenneth Branagh
0,Comedy Drama History,8.747922,2008-09-26,0,113,The Lucky Ones,6.3,55,Neil Burger
0,Horror,4.989985,2009-09-13,0,84,The Loved Ones,6.6,207,Sean Byrne
0,Comedy Drama Fantasy Romance,0.116873,1998-02-01,0,98,The Love Letter,4.7,3,Dan Curtis
0,Comedy Horror Science Fiction,1.680525,2001-09-12,0,90,The Lost Skeleton of Cadavra,6.5,30,Larry Blamire
0,Adventure Family,2.952932,2013-03-01,0,97,The Lost Medallion: The Adventures of Billy Stone,5.6,13,Bill Muir
0,Drama Family,4.030724,2008-08-22,0,94,The Longshots,6.5,11,Fred Durst
0,Comedy,0.383442,2007-01-01,0,91,The Living Wake,5,1,Sol Tryon
0,Drama Romance,7.588597,2004-09-16,0,114,The Libertine,5.9,128,Laurence Dunmore
0,Action Adventure History Western,1.002585,2011-03-03,0,108,The Legend of Hell's Gate: An American Conspiracy,3.9,8,Tanner Beard
0,Action Western,0.003582,2007-07-08,0,78,The Legend of God's Gun,0,0,Mike Bruce
0,Drama,0.596889,1997-06-20,0,92,The Last Time I Committed Suicide,6.7,7,Stephen T. Kay
0,Drama Romance,3.659292,2009-09-04,0,112,The Last Station,6.7,55,Michael Hoffman
0,Drama Family Romance,23.139971,2010-03-31,0,107,The Last Song,6.9,923,Julie Anne Robinson
0,Drama,2.371477,2007-02-09,0,117,The Last Sin Eater,6.2,11,Michael Landon Jr.
0,Action Comedy,6.7698,2004-09-24,0,90,The Last Shot,5.9,15,Jeff Nathanson
0,Comedy Drama Music Romance,5.563068,2014-11-03,0,94,The Last Five Years,5.5,143,Richard LaGravenese
0,Science Fiction Thriller Horror,18.764453,2013-08-11,0,98,The Last Days on Mars,5.2,302,Ruairi Robinson
0,Comedy Drama,0.678475,1998-09-23,0,98,The Last Big Thing,6,3,Dan Zukovic
0,Drama Romance War,1.278092,1998-09-25,0,111,The Land Girls,7,3,David Leland
0,Comedy Crime Thriller,23.666229,2004-03-25,0,104,The Ladykillers,6,415,Joel Coen
0,Comedy Drama,0.098351,2002-01-16,0,96,The Jimmy Show,8,1,Frank Whaley
0,Comedy Crime,1.735462,1995-02-03,0,82,The Jerky Boys,4.8,10,James Melkonian
0,Comedy Drama Romance,1.70819,1995-06-16,0,94,The Incredibly True Adventure of Two Girls In Love,5.7,13,Maria Maggenti
0,Comedy Drama History Romance,7.250379,2002-05-17,0,97,The Importance of Being Earnest,6.7,127,Oliver Parker
0,Action Adventure Thriller Drama,8.048305,2007-09-03,0,101,The Hunting Party,6.6,96,Richard Shepard
0,Mystery Horror,8.628485,2009-04-25,0,95,The House of the Devil,6,197,Ti West
0,Drama,0.389471,2005-05-13,0,115,The House of Sand,6.7,9,Andrucha Waddington
0,Documentary,0.465404,2009-11-25,0,93,The Horse Boy,5.5,2,Michel O. Scott
0,Horror,0.392658,2015-10-27,0,0,The Horror Network Vol. 1,5,2,Joseph Graham
0,Thriller Adventure Fantasy,9.983004,2009-09-09,0,92,The Hole,5.6,244,Joe Dante
0,Drama Horror,8.309894,2008-10-31,0,82,The Haunting of Molly Hartley,4.3,48,Mickey Liddell
0,Horror Drama Thriller,11.708343,2013-02-01,0,101,The Haunting in Connecticut 2: Ghosts of Georgia,5.6,175,Tom Elkins
0,Comedy,0.957022,2007-04-01,0,88,The Hammer,6.5,15,Charles Herman-Wurmfeld
0,Documentary,0.045648,2014-10-31,0,70,The Hadza:  Last of the First,0,0,Bill Benenson
0,Comedy Romance,4.093288,2002-08-21,0,91,The Guru,5.1,75,Daisy von Scherler Mayer
0,Crime Drama Thriller,2.774811,2003-04-03,0,108,The Good Thief,6,31,Neil Jordan
0,Drama Romance,2.351706,2009-03-18,0,105,The Girl on the Train,5.6,10,Andr\u00e9 T\u00e9chin\u00e9
0,Comedy Fantasy Music,0.209475,2013-04-26,0,106,The Ghastly Love of Johnny X,6.6,8,Paul Bunnell
0,Documentary,2.828303,2012-07-09,0,101,The Gatekeepers,6.5,39,Dror Moreh
0,Drama,2.013405,2005-01-01,0,101,The Game of Their Lives,5.8,14,David Anspaugh
0,Horror Thriller,1.084387,2012-10-10,0,0,The Frozen,4.2,14,Andrew Hyatt
0,Comedy,0.838957,2011-03-13,0,82,The FP,4.5,11,Brandon Trost
0,Comedy Drama Romance,8.067702,1981-05-22,0,107,The Four Seasons,6.3,16,Alan Alda
0,Drama,1.229667,2003-02-09,0,104,The Flower of Evil,5.7,10,Claude Chabrol
0,Comedy Drama Romance,14.190837,2005-12-14,0,103,The Family Stone,6.2,249,Thomas Bezucha
0,Thriller Drama,7.336256,2014-09-06,0,100,The Face of an Angel,4.7,64,Michael Winterbottom
0,Drama Romance,0.611081,2009-04-22,0,80,The Exploding Girl,6.4,15,Bradley Rust Gray
0,Drama Romance,6.796079,2002-11-22,0,108,The Emperor's Club,6.9,96,Michael Hoffman
0,Drama Horror Romance,9.342465,2009-04-24,0,88,The Eclipse,6.1,15,Conor McPherson
0,Drama History Romance,18.591657,2008-09-05,0,110,The Duchess,6.7,396,Saul Dibb
0,Comedy Drama,0.144031,1996-03-21,0,103,The Dress,7,3,Alex van Warmerdam
0,Drama,0.833937,2013-10-04,0,83,The Dirties,6,42,Matt Johnson
0,Drama Horror Crime,16.754452,2005-07-22,0,107,The Devil's Rejects,6.6,322,Rob Zombie
0,Adventure Horror,23.413188,2005-07-08,0,99,The Descent,6.8,1005,Neil Marshall
0,Comedy Family,0.194848,2010-06-15,0,90,The Deported,0,0,Lance Kawas
0,Horror Science Fiction Action,0.249457,2010-05-13,0,90,The Dead Undead,3.1,6,Matthew R. Anderson
0,Mystery Drama Crime Thriller,3.069605,2006-11-07,0,85,The Dead Girl,6.4,66,Karen Moncrieff
0,Comedy Drama,2.24888,2002-06-14,0,104,The Dangerous Lives of Altar Boys,6.4,53,Peter Care
0,Comedy Crime Mystery Romance Thriller,9.317265,2001-08-05,0,103,The Curse of the Jade Scorpion,6.5,165,Woody Allen
0,Action Comedy,2.634119,2000-08-21,0,88,The Crew,6.4,11,Michael Dinner
0,Drama Comedy,2.651304,2016-03-23,0,102,The Country Doctor,6,63,Thomas Lilti
0,Horror Comedy Crime Thriller,8.39685,2008-02-07,0,92,The Cottage,6.3,80,Paul Andrew Williams
0,Drama,1.485324,2007-08-05,0,276,The Company,7,12,Mikael Salomon
0,Drama Romance Western,2.996284,2000-12-29,0,120,The Claim,5.6,17,Michael Winterbottom
0,Drama,1.353971,2009-03-21,0,114,The City of Your Final Destination,5.7,9,James Ivory
0,Comedy Drama,3.528643,2005-06-08,0,108,The Chumscrubber,6.7,62,Arie Posin
0,Drama Family,1.799504,2013-11-22,0,100,The Christmas Candle,5.8,8,John Stephenson
0,Drama,20.982455,2004-03-17,0,96,The Chorus,7.5,526,Christophe Barratier
0,Drama,1.031142,1997-10-10,0,100,The Chambermaid on the Titanic,5.3,3,Bigas Luna
0,Drama Mystery Thriller,4.722403,2001-01-19,0,105,The Caveman's Valentine,6,27,Kasi Lemmons
0,Comedy Fantasy Family,18.251129,2003-11-21,0,82,The Cat in the Hat,4.9,366,Bo Welch
0,Documentary,0.092562,2004-12-05,0,59,The Case of the Grinning Cat,7.7,3,Chris Marker
0,Thriller,5.759493,2014-08-05,0,108,The Calling,5.6,88,Jason Stone
0,Drama Comedy,0.218736,2005-10-21,0,91,The Californians,4,1,Jonathan Parker
0,Drama Thriller,1.369649,2001-01-19,0,84,The Business of Strangers,5.7,19,Patrick Stettner
0,Drama Romance,1.49436,2006-06-06,0,114,The Bubble,7.6,20,Eytan Fox
0,Comedy,8.312153,2007-09-07,0,93,The Brothers Solomon,4.9,46,Bob Odenkirk
0,Comedy Drama Romance,1.578903,1995-08-09,0,98,The Brothers McMullen,6.3,23,Edward Burns
0,Comedy Drama Romance,3.029944,2001-03-23,0,106,The Brothers,6.5,10,Gary Hardwick
0,Romance Drama,0.515677,2004-01-01,0,120,The Bridge of San Luis Rey,5.4,15,Mary McGuckian
0,Comedy Fantasy Thriller,10.639774,2012-09-08,0,100,The Brass Teapot,5.8,160,Ramaa Mosley
0,Horror Drama Thriller Science Fiction,5.315213,1978-10-05,0,125,The Boys from Brazil,6.6,101,Franklin J. Schaffner
0,Drama Crime Thriller,2.486992,2014-05-16,0,75,The Blue Room,6.2,32,Mathieu Amalric
0,Adventure Drama Family,1.985552,2004-02-20,0,97,The Blue Butterfly,6.8,6,L\u00e9a Pool
0,Drama Family Fantasy,1.280733,1940-01-19,0,88,The Blue Bird,6.4,8,Walter Lang
0,Drama Comedy,0.021678,2013-10-27,0,98,The Blade of Don Juan,0,0,Tom Sanchez
0,Comedy Foreign,0.502396,1999-01-01,0,87,The Big Tease,5.8,6,Kevin Allen
0,Comedy,6.74556,2006-04-07,0,80,The Benchwarmers,5.2,242,Dennis Dugan
0,Fantasy Adventure,1.631993,1987-03-01,0,87,The Barbarians,5.1,8,Ruggero Deodato
0,Western,0.592821,1983-08-19,0,104,The Ballad of Gregorio Cortez,0,0,Robert M. Young
0,Animation Family Fantasy,6.718497,1996-07-26,0,90,The Adventures of Pinocchio,5,54,Steve Barron
0,Family,3.09159,1999-10-01,0,73,The Adventures of Elmo in Grouchland,6.3,14,Gary Halvorson
0,Comedy,5.628399,2010-06-08,0,82,The 41?밳ear?밢ld Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.2,34,Craig Moss
0,Action Western,5.641978,2001-11-30,0,110,Texas Rangers,5.4,19,Steve Miner
0,Comedy Horror,7.359286,2007-01-19,0,94,Teeth,5.2,210,Mitchell Lichtenstein
0,Comedy Fantasy Family,4.103764,1987-11-20,0,95,Teen Wolf Too,3.8,46,Christopher Leitch
0,Action Crime Comedy Thriller,0.964802,1999-09-16,0,104,Taxman,2,1,Avi Nesher
0,Drama,2.015525,2009-09-14,0,96,Tanner Hall,5.4,32,Francesca Gregorini
0,Drama Foreign Romance,0.425551,1998-02-12,0,115,Tango,6.8,6,Carlos Saura
0,Horror Comedy Thriller,7.710797,1995-01-13,0,92,Tales from the Crypt: Demon Knight,6.7,94,Ernest R. Dickerson
0,Music Comedy Drama,11.870161,2009-09-03,0,120,Taking Woodstock,6.2,127,Ang Lee
0,Family Comedy Romance,0.553752,2007-04-27,0,156,Ta Ra Rum Pum,6,13,Siddharth Anand
0,Action Drama Thriller,2.214925,2014-04-20,0,96,Swelter,4.6,21,Keith Parmer
0,Drama Comedy,0.620554,2012-01-23,0,87,Supporting Characters,6.7,10,Daniel Schechter
0,Comedy Family,4.04701,1999-10-08,0,81,Superstar,5.1,83,Bruce McCulloch
0,Drama,4.245123,2002-06-21,0,141,Sunshine State,6,10,John Sayles
0,Music,0.46049,2008-10-21,0,93,Sunday School Musical,5.5,4,Rachel Goldenberg
0,Thriller Drama Crime Romance,3.70789,1999-07-02,0,142,Summer of Sam,6.3,112,Spike Lee
0,Comedy,0.375423,1999-09-17,0,92,Sugar Town,5.5,2,Allison Anders
0,Drama Action Thriller,2.580808,1994-02-25,0,123,Sugar Hill,5.2,13,Leon Ichaso
0,Horror Thriller,6.833164,2007-06-15,0,113,Sublime,5.3,33,Tony Krantz
0,Action Thriller Mystery,0.397323,2015-03-10,0,110,Subconscious,3.4,4,Georgia Hilton
0,Drama,3.230779,2015-06-05,0,86,Stranded,5,11,"Daniel Petrie, Jr."
0,Thriller,8.302951,2007-04-27,0,88,Straightheads,5.2,40,Dan Reed
0,Drama,0.161517,1991-06-13,0,0,Straight Out of Brooklyn,4.3,4,Matty Rich
0,Drama,0.327794,2014-09-05,0,60,Stories of Our Lives,0,0,Jim Chuchu
0,Action Crime Thriller,3.623002,1991-05-17,0,92,Stone Cold,5.7,34,Craig R. Baxley
0,Drama Family Comedy,0.87066,2002-03-22,0,91,Stolen Summer,6.4,9,Pete Jones
0,Comedy,0.356495,1998-06-12,0,99,Stiff Upper Lips,10,1,Gary Sinyor
0,Comedy Drama,9.750557,2006-04-21,0,105,Stick It,6.3,148,Jessica Bendinger
0,Comedy Romance,0.328498,2009-05-19,0,85,Steppin: The Movie,5,4,Michael Taliferro
0,Drama Romance,16.368283,1998-12-25,0,124,Stepmom,6.9,277,Chris Columbus
0,Action Comedy Drama,7.321181,2002-09-13,0,85,Stealing Harvard,4.4,46,Bruce McCulloch
0,Music Romance,1.847822,1945-08-29,0,96,State Fair,6.2,19,Walter Lang
0,Documentary Foreign,0.429083,2009-09-30,0,103,Starsuckers,6.2,5,Chris Atkins
0,Action Adventure Animation Fantasy Science Fiction,1.881466,2005-03-21,0,69,Star Wars: Clone Wars: Volume 1,8,27,Genndy Tartakovsky
0,Documentary,0.888986,2008-02-12,0,117,Standard Operating Procedure,6.6,14,Errol Morris
0,Comedy Family Science Fiction,7.377587,2007-12-21,0,101,St. Trinian's,5.6,142,Barnaby Thompson
0,Drama Mystery Thriller,6.948401,2002-12-13,0,98,Spider,6.4,168,David Cronenberg
0,Science Fiction Drama Mystery,6.192383,2011-01-22,0,85,Sound of My Voice,6.3,108,Zal Batmanglij
0,Horror Mystery Thriller,3.231848,2001-09-06,0,84,Soul Survivors,4.4,49,Stephen Carpenter
0,Comedy Music,5.483671,2008-11-07,0,103,Soul Men,6.3,47,Malcolm D. Lee
0,Comedy Drama,4.105363,1997-09-26,0,114,Soul Food,6.6,19,"George Tillman, Jr."
0,Drama Music,3.363321,2001-03-01,0,109,Songcatcher,5.6,9,Maggie Greenwald
0,Drama Romance,2.79483,1999-12-22,0,127,Snow Falling on Cedars,6.3,32,Scott Hicks
0,Comedy Family,7.964289,2000-02-11,0,89,Snow Day,4.8,51,Chris Koch
0,Drama Comedy,2.304552,1998-01-16,0,89,Smoke Signals,6.6,24,Chris Eyre
0,Comedy Romance,0.00734,1999-09-16,0,90,Smiling Fish & Goat On Fire,7,1,Kevin Jordan
0,Action Comedy Crime,11.423533,2000-05-19,0,94,Small Time Crooks,6.4,155,Woody Allen
0,Comedy Family,5.842299,2004-07-09,0,89,Sleepover,5.3,101,Joe Nussbaum
0,Documentary,1.619635,2007-09-27,0,102,Slacker Uprising,5.9,10,Michael Moore
0,Comedy,3.320622,1990-07-27,0,97,Slacker,6.4,77,Richard Linklater
0,Documentary,0.025211,2005-09-03,0,104,Sisters in Law,7.3,2,Kim Longinotto
0,Comedy,7.315935,1976-06-17,0,86,Silent Movie,6.7,78,Mel Brooks
0,Comedy Drama Romance TV Movie,1.444476,2013-10-13,0,120,"Signed, Sealed, Delivered",7,6,Scott Smith
0,Horror Mystery Thriller,8.864368,2008-03-21,0,85,Shutter,5.3,180,Masayuki Ochiai
0,Drama Thriller,0.231297,2004-09-23,0,97,Show Me,5.6,4,Cassandra Nicolaou
0,Comedy Drama,0.40703,2012-04-28,0,0,Should've Been Romeo,0,0,Marcia Bennett
0,Drama Thriller,5.251143,2007-10-01,0,92,Shotgun Stories,6.9,57,Jeff Nichols
0,Adventure Family,0.702971,1990-10-03,0,92,Shipwrecked,6.1,14,Nils Gaup
0,Documentary Music,2.162522,2008-02-07,0,122,Shine a Light,7.2,44,Martin Scorsese
0,Drama,10.396305,1996-01-21,0,105,Shine,7.3,131,Scott Hicks
0,Comedy Romance,6.722213,1986-08-08,0,84,She's Gotta Have It,6.1,25,Spike Lee
0,Comedy Family,5.417787,1996-03-29,0,90,Sgt. Bilko,5.5,94,Jonathan Lynn
0,Horror Comedy Thriller,12.898984,2006-05-19,0,96,Severance,6.4,169,Christopher Smith
0,Action Comedy Family,6.579017,2001-03-02,0,94,See Spot Run,4.8,44,John Whitesell
0,Comedy Drama Family,15.011624,2003-09-19,0,111,Secondhand Lions,6.9,260,Tim McCanlies
0,Action Comedy,5.359381,2000-05-12,0,81,Screwed,4.9,23,Scott Alexander
0,Documentary Music,0.607782,2006-10-31,0,95,Scott Walker: 30 Century Man,7,8,Stephen Kijak
0,Comedy Drama,3.159574,1988-02-12,0,121,School Daze,6.2,26,Spike Lee
0,Action Comedy Foreign,0.177356,2011-03-18,0,105,Saving Private Perez,6.1,18,Beto G\u00f3mez
0,Comedy Romance,2.487255,2004-09-12,0,91,Saving Face,6.8,32,Alice Wu
0,Comedy Drama,9.85123,2004-01-21,0,92,Saved!,6.3,147,Brian Dannelly
0,Thriller Horror Comedy,0.166513,2012-01-20,0,82,Sanctuary: Quite a Conundrum,0,0,Thomas L. Phillips
0,Drama Family,4.980585,2004-11-23,0,86,Samantha: An American Girl Holiday,4.6,9,Nadia Tass
0,Comedy Drama,1.688495,2004-09-11,0,95,Saint Ralph,7.3,24,Michael McGowan
0,Comedy Crime,1.190729,1998-08-17,0,88,Safe Men,6.3,16,John Hamburg
0,Drama,0.399491,2010-10-07,0,94,Rust,0,0,Corbin Bernsen
0,Animation Family,8.255708,2003-06-13,0,84,Rugrats Go Wild,5.6,61,Norton Virgien
0,Action Thriller,1.088501,2009-04-10,0,90,Royal Kill,2.8,6,Babar Ahmed
0,Drama,5.75555,2014-11-07,0,103,Rosewater,6.5,98,Jon Stewart
0,Action Science Fiction Thriller,9.306253,2002-02-08,0,98,Rollerball,3.4,106,John McTiernan
0,Comedy Drama Family,2.596338,2005-09-23,0,112,Roll Bounce,6.1,27,Malcolm D. Lee
0,Family,0.087574,2016-01-05,0,108,Rodeo Girl,5.5,1,Joel Paul Reisig
0,Action Adventure Drama,0.361554,2007-07-07,0,76,Rockaway,5.8,2,Jeff Crook
0,Action Adventure Drama Romance,3.199904,1976-03-11,0,106,Robin and Marian,6.6,50,Richard Lester
0,Horror Drama,0.160234,2013-03-01,0,90,Roadside,4.2,5,Eric England
0,Documentary,1.623769,2005-01-15,0,86,Rize,5.9,13,David LaChapelle
0,Drama War,5.107235,1995-12-29,0,104,Richard III,6.9,49,Richard Loncraine
0,Drama,4.898437,2007-06-14,0,112,Resurrecting the Champ,5.9,60,Rod Lurie
0,Horror,2.525569,2016-05-03,0,90,Restoration,5.3,11,Zack Ward
0,TV Movie Romance Drama,0.812776,2012-12-07,0,180,Restless,4.9,8,Edward Hall
0,Drama Comedy Romance,4.240495,2003-02-11,0,125,"Remember Me, My Love",5.8,44,Gabriele Muccino
0,Comedy Documentary,9.774126,2008-10-01,0,101,Religulous,7.2,197,Larry Charles
0,Drama,0.197264,2011-08-26,0,91,Redemption Road,4.7,6,Mario Van Peebles
0,Thriller Mystery Crime Drama,7.247023,2009-02-28,0,102,Red Riding: In the Year of Our Lord 1974,7,54,Julian Jarrold
0,Drama Comedy Family,5.499412,2011-08-04,0,92,Red Dog,7.1,83,Kriv Stenders
0,Comedy Drama,1.026243,2002-01-01,0,86,Real Women Have Curves,5.8,19,Patricia Cardoso
0,Horror,0.160779,2011-03-27,0,83,Raymond Did It,3.2,8,Travis Legge
0,Action Drama Crime Thriller,7.101197,2009-08-14,0,85,Rampage,6,131,Uwe Boll
0,Comedy Family,9.681147,2010-07-23,0,103,Ramona and Beezus,6.1,245,Elizabeth Allen Rosenbaum
0,Action Drama Thriller,1.630541,1980-01-01,0,115,Raise the Titanic,5.2,21,Jerry Jameson
0,Drama,14.345428,2008-10-03,0,113,Rachel Getting Married,6.1,163,Jonathan Demme
0,Adventure Drama Action History,2.128211,2002-02-04,0,94,Rabbit-Proof Fence,6.8,84,Phillip Noyce
0,Drama,0.034135,2006-06-05,0,90,Quincea챰era,7,7,Richard Glatzer
0,Romance Action Adventure Western Drama,11.360997,1990-10-17,0,119,Quigley Down Under,6.5,119,Simon Wincer
0,Drama Action,0.077873,2014-08-22,0,135,Queen of the Mountains,0,0,Sadyk Sher-Niyaz
0,Drama,0.023681,2004-07-02,0,87,Proud,5.5,3,Mary Pat Kelly
0,Comedy,12.18838,1980-10-06,0,109,Private Benjamin,6,102,Howard Zieff
0,Horror Comedy,3.905877,2006-12-26,0,103,Poultrygeist: Night of the Chicken Dead,5.9,41,Lloyd Kaufman
0,Action Comedy,3.115754,2001-06-29,0,81,Pootie Tang,5.4,43,Louis C.K.
0,Comedy Drama Thriller,5.90259,2002-06-07,0,99,Poolhall Junkies,6.5,25,Mars Callahan
0,Animation Family,9.03154,2005-02-11,0,68,Pooh's Heffalump Movie,6.4,88,Frank Nissen
0,Drama Romance,8.483531,2000-09-06,0,122,Pollock,6.6,91,Ed Harris
0,Thriller,5.099368,2013-09-13,0,98,Plush,5.4,40,Catherine Hardwicke
0,Comedy Romance,0.982624,2006-01-01,0,99,Phat Girlz,3.7,10,Nnegest Likk\u00e9
0,Action Comedy Crime Drama,3.810943,2009-09-11,0,88,Perrier?셲 Bounty,5.1,24,Ian Fitzgibbon
0,Action Drama,0.001117,1979-12-01,0,99,Penitentiary,4.9,8,Jamaa Fanaka
0,Drama Romance,8.326131,2006-03-30,0,120,Peaceful Warrior,7.3,90,Victor Salva
0,Documentary,0.020168,2005-01-28,0,80,"Peace, Propaganda & the Promised Land",6.4,4,Sut Jhally
0,Drama Romance War History,2.405911,2008-10-17,0,114,Passchendaele,6.3,26,Paul Gross
0,Drama Foreign Romance,2.131524,2007-02-02,0,116,Partition,6.4,6,Vic Sarin
0,Drama Thriller Romance,1.824184,1929-01-30,0,109,Pandora's Box,7.6,45,G.W. Pabst
0,Drama Foreign,0.165367,2001-06-29,0,124,Pandaemonium,4.5,2,Julien Temple
0,Drama,16.570708,2014-05-09,0,100,Palo Alto,6.4,348,Gia Coppola
0,Crime Drama Thriller,8.045488,2003-05-02,0,104,Owning Mahowny,6.8,37,Richard Kwietniowski
0,Thriller Horror,3.215465,2014-08-27,0,92,Out of the Dark,4.6,55,Llu\u00eds Qu\u00edlez
0,Drama,0.679351,1980-05-01,0,94,Out of the Blue,6.5,17,Dennis Hopper
0,Drama,0.706355,2006-10-12,0,103,Out of the Blue,5.9,18,Robert Sarkies
0,Drama Romance,0.139384,1997-12-31,0,132,Oscar and Lucinda,6.2,25,Gillian Armstrong
0,Drama,3.225189,1955-01-09,0,126,Ordet,7.8,65,Carl Theodor Dreyer
